name,circle_code,circle_cut,day,sells_commision,sells_comic,sells_artbook,sells_photobook_general,sells_novel,sells_game,sells_music,sells_goods,sells_handmade_crafts,sells_magazine,sells_photobook_cosplay,circle_facebook,circle_instagram,circle_twitter,circle_other_socials,marketplace_link,fandom,other_fandom,rating,sampleworks_images
Seeunanda,AD-43,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/seeunanda.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,-,https://www.instagram.com/seeunanda/,https://twitter.com/seeunanda,,,Persona,"Final Fantasy, Evangelion, Soulsborne, Like a Dragon, Legend of Zelda, Metal Gear, Nier, Tekken.",GA,
Warkop Leblanc,AD-44,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/warkop_leblanc.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,https://www.facebook.com/profile.php?id=61554749228737&mibextid=ZbWKwL,https://www.instagram.com/cecilia_rinchan,https://x.com/Cecilia_RinChan?t=_JYtEHp9YjnNfB7G1llM5A&s=09,,,Persona,Original Works,GA,
@ashionglee & friends,AD-45,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/ashionglee.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,https://facebook.com/ashionglee,https://instagram.com/ashionglee,,,,Pokemon,"Ghibli, Retro Anime, Originals",GA,
Ogloo Studio x Kaivin Works,AD-46,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/ogloo_studio.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://instagtam.com/ogloostudio,,,,Pokemon,-,GA,
Nekoshiba,AD-47,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/nekoshiba.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/nekoshiba.store/,,,,"Pokemon,neko,shiba and Ghbili",-,GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/711bcf1f-3c34-4509-92fc-990846551b65/0c814626-3096-484f-94a2-f8e36981580f/AD-47.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/711bcf1f-3c34-4509-92fc-990846551b65/8176cb51-c979-4f62-957c-73d812d6f86d/AD-47.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/711bcf1f-3c34-4509-92fc-990846551b65/3a25d2eb-d8bb-4366-99e8-652b73ea5f00/AD-47.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/711bcf1f-3c34-4509-92fc-990846551b65/d7c912d5-0147-4c8d-bd90-49d5d6218c2b/AD-47.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/711bcf1f-3c34-4509-92fc-990846551b65/beda9abd-460c-40a3-ab38-270d042c3902/AD-47.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/711bcf1f-3c34-4509-92fc-990846551b65/8b19c7be-91f1-48af-9373-6b0348c12fc5/AD-47.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/711bcf1f-3c34-4509-92fc-990846551b65/1f6f6f24-05e1-40f5-b4fa-f7b130a4392f/AD-47.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/711bcf1f-3c34-4509-92fc-990846551b65/1acc92f0-824b-496d-9ed4-969109e7fa70/AD-47.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/711bcf1f-3c34-4509-92fc-990846551b65/6b7d6edb-c4c4-43fc-bb5d-8adbcf35759e/AD-47.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/711bcf1f-3c34-4509-92fc-990846551b65/755398a4-6030-4603-bacb-ada3f76b18cd/AD-47.jpg']"
Peek a phoo! by phoomiaw,AD-48,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/peek_a_phoo.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,,https://instagram.com/phoomiaw,https://twitter.com/phoomiaw,,,Stidio Ghibli,-,GA,
apemask,AD-49/AD-50,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/apemask.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/apemask/,,,,Pet (Original),"Jujutsu Kaisen, Kamen Rider, Chainsawman, Genshin Impact",GA,
KizuArtz,AD-51,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/kizu_artz.jpg,Both Days,False,False,True,False,False,False,False,True,False,False,False,https://www.facebook.com/profile.php?id=100094886750922,https://www.instagram.com/kizuartz/,https://twitter.com/kizuartz85741,,,Lycoris Recoil,"Uma Musume, Blue Archive, Lycoris Recoil, Arknights",M,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c29545eb-66d3-4ef0-a2d2-7e831c4de8ca/4895596e-e7fd-453a-88d9-b2a9fd0ecd76/AD-51.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c29545eb-66d3-4ef0-a2d2-7e831c4de8ca/6979679e-459f-4ecb-97f1-1caab3162d16/AD-51.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c29545eb-66d3-4ef0-a2d2-7e831c4de8ca/17ce1e9a-6126-4d8d-8aa0-314f712bea6b/AD-51.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c29545eb-66d3-4ef0-a2d2-7e831c4de8ca/54c58c5f-0111-40ea-9559-5ee922878c40/AD-51.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c29545eb-66d3-4ef0-a2d2-7e831c4de8ca/d0dfd332-e47d-4d6f-946e-7c0d15ca4ff4/AD-51.png']"
(komik) GAJELAS,AD-52,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/komik_ga_jelas.jpg,Both Days,False,True,False,False,False,False,False,True,False,True,False,http://www.facebook.com/komikgajelas,http://www.instagram.com/komikgajelas,http://www.twitter.com/komikgajelas,,,-,-,GA,
Krōma,A-01ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/kroma.jpg,Both Days,False,True,True,False,False,False,False,True,False,False,False,https://www.facebook.com/kroma.anthology,https://www.instagram.com/sinlaire_box/,https://twitter.com/Ann_Maulina,,,Original,-,GA,
Whim Circle,A-02ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/whim_circle.jpg,Both Days,False,True,True,False,False,False,False,False,False,False,False,https://www.facebook.com/whimcircle,,,,,"Arknights, Idolm@ster, Hololive",-,M,
Pengabdi Jajan,A-03a,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/pengabdi_jajan.jpg,Both Days,False,False,False,False,False,False,False,True,True,True,False,-,https://www.instagram.com/kueginger_s ; https://www.instagram.com/amewtionaldoodle/ ; https://www.instagram.com/ramukissu ; https://www.instagram.com/macarooneco/,https://twitter.com/kueginger ; https://twitter.com/aymkcap ; https://twitter.com/heynoon_,,,Original,"Dungeon Meshi, Kirby, Ghibli",GA,
KB (Kesalahan Berpikir),A-03b,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/kb_kesalahan_berpikir.jpg,Both Days,True,True,True,False,False,False,False,True,False,False,False,,https://www.instagram.com/akami_artwork/,https://twitter.com/ak_ami_,,,BanG Dream,"Yuri, Original, Love Live, Revue Starlight, Uma Musume, Hololive, Nijisanji",PG,
Miilki Cookies,A-04ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/miilki_cookies.jpg,Both Days,False,False,True,False,False,False,False,True,True,False,False,https://www.facebook.com/artbydwiki,https://www.instagram.com/miilkicookies/,https://twitter.com/dwikipanstudio,,,Original,Ghibli,GA,
Euforia Visual Works,A-05a (SAT),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/euforia.jpg,SAT,False,True,True,False,False,False,False,True,False,False,False,https://www.facebook.com/euforiaamuritanatsumi,,https://twitter.com/EuforiaNatsumi,,,Honkai Star Rail,"Hololive, Genshin, FGO, Frieren",PG,
rapapaow,A-05a (SUN),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/rapapaow.jpg,SUN,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/rapapaow/,https://twitter.com/rapapaow,,,original,"original, animals, western cartoons",GA,
NasiBakar Studio,A-05b (SAT),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/nasibakar_studio.jpg,SAT,False,False,False,False,False,False,False,True,True,False,False,,,https://twitter.com/bakartiram,,,Mob Psycho 100,Original,PG,
Nekomashi,A-05b (SUN),https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/nekomashi.jpg,SUN,False,False,False,False,False,False,False,True,False,False,False,https://www.facebook.com/Nekomashi.ID?mibextid=ZbWKwL,,,,,Furry,"Arknights, Elden Ring, Monster Hunter, Future Card Buddyfight",GA,
Squash Alternative Works,A-06ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/squash.jpg,Both Days,False,True,True,False,False,False,False,True,False,False,False,https://www.facebook.com/SquashAlternativeWorks,,,,,Genshin Impact,"Honkai: Star Rail, Blue Archive, etc",GA,
Fuufu Saikou!,A-07a,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/fuufu_saikou.jpg,Both Days,False,True,True,False,False,False,False,False,False,False,False,https://www.facebook.com/DitoSatrioS,https://www.instagram.com/ditosatrios/,https://twitter.com/renattayn,,,-,Original Works,PG,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90e0a885-0d1d-4e43-9ebf-16b832229e42/bf3579df-37db-4ca6-85d8-fa50671fd64b/A-07a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90e0a885-0d1d-4e43-9ebf-16b832229e42/03ed217b-50b0-4bfd-bb50-d8d58cb3ddd8/A-07a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90e0a885-0d1d-4e43-9ebf-16b832229e42/c3b6f1e1-2ad1-4a92-80fd-afcb523b7c0f/A-07a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90e0a885-0d1d-4e43-9ebf-16b832229e42/f2d80afa-a830-4fbf-a9ac-8d8289a3d215/A-07a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90e0a885-0d1d-4e43-9ebf-16b832229e42/29b6bf03-6034-4f3d-aed1-1cd0d577ef19/A-07a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90e0a885-0d1d-4e43-9ebf-16b832229e42/44c16bae-b4c5-4459-a210-c90ab0c87e94/A-07a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90e0a885-0d1d-4e43-9ebf-16b832229e42/ac581537-b183-43e8-8fbb-ffa6adc5e1cf/A-07a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90e0a885-0d1d-4e43-9ebf-16b832229e42/b7a8b000-51fe-4a1d-8735-f7b7c924e90c/A-07a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90e0a885-0d1d-4e43-9ebf-16b832229e42/d016889d-3549-441e-ab01-dcf091d3fac5/A-07a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90e0a885-0d1d-4e43-9ebf-16b832229e42/a897cc2e-9e81-47a1-9c31-d2c816d88b4f/A-07a.jpg']"
Arnie エンソ,A-07ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/arnie_enso.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/arnieenso?igsh=MTRjdDJkdHJiemQ1bA==,https://x.com/koffieaulait1?s=20,,,Genshin Impact,"Enstars, Honkai Starrail, Project Sekai, Jujutsu Kaisen, alien stage, hololive",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/78bc054b-41b0-455d-998c-cc0a92692f69/ec76cda4-44bd-421c-bd36-8263da771e58/A-07ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/78bc054b-41b0-455d-998c-cc0a92692f69/d697f326-9734-4f83-90b6-f3b5cc76eba8/A-07ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/78bc054b-41b0-455d-998c-cc0a92692f69/e9c6d6f5-c3bd-4d09-9fb1-113beffb6d2c/A-07ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/78bc054b-41b0-455d-998c-cc0a92692f69/a573e696-425e-492c-903c-3a42b2888568/A-07ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/78bc054b-41b0-455d-998c-cc0a92692f69/9a246bea-2f30-41ef-b087-2418bb9c7fe7/A-07ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/78bc054b-41b0-455d-998c-cc0a92692f69/aa3e5cfa-eb61-4025-8295-2285361f2f79/A-07ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/78bc054b-41b0-455d-998c-cc0a92692f69/a77f2aef-6e94-4b2b-9ae6-0218dee92341/A-07ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/78bc054b-41b0-455d-998c-cc0a92692f69/e40bf8c4-8f44-4002-be0b-1b4eb9cfd20b/A-07ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/78bc054b-41b0-455d-998c-cc0a92692f69/df5ed859-7f6d-425b-81e1-f2e7f638b6e9/A-07ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/78bc054b-41b0-455d-998c-cc0a92692f69/35a13d13-64a4-4341-83cd-a4bb2f8ff2f8/A-07ab.png']"
peppertarii,A-08a,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/peppertarii.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://instagram.com/pepperdisco,twitter.com/peppertarii,,,Original Art,Genshin,GA,
Strawberry Lemonade,A-08ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/strawberry_lemonade.jpg,Both Days,False,False,True,False,False,False,False,False,True,False,False,,winaillustration,,,,Zelda,Ace Attorney,GA,
Mora & Olfi,A-09ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/mora_and_olfi.jpg,Both Days,False,True,True,False,True,False,False,True,True,False,False,-,https://www.instagram.com/moraolfi,https://www.twitter.com/moraolfi,,,"orange cat, comedy comics",-,GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d9904c82-d1fe-423f-9b61-1597c7d9236b/2e03f8bd-75cd-44a7-9a34-949c31692e63/A-09ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d9904c82-d1fe-423f-9b61-1597c7d9236b/0ec808f7-b566-44bd-af25-cc432bf70ac6/A-09ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d9904c82-d1fe-423f-9b61-1597c7d9236b/d0f235d4-361d-4a00-b4ac-13228aa8415e/A-09ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d9904c82-d1fe-423f-9b61-1597c7d9236b/09ada156-37ba-4d63-a8d5-ea08525c5f78/A-09ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d9904c82-d1fe-423f-9b61-1597c7d9236b/1105f834-10cd-4041-88ec-1959360746d3/A-09ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d9904c82-d1fe-423f-9b61-1597c7d9236b/0f532f7b-a05f-4b31-a38c-cee55c4e898a/A-09ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d9904c82-d1fe-423f-9b61-1597c7d9236b/2bdc7638-9a5c-4545-bab6-20289d3d8521/A-09ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d9904c82-d1fe-423f-9b61-1597c7d9236b/b815fe5d-2890-41a5-a8cb-07dfe5b598a7/A-09ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d9904c82-d1fe-423f-9b61-1597c7d9236b/a54a7c1d-e5c5-4990-b24a-9a0a25faaa48/A-09ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d9904c82-d1fe-423f-9b61-1597c7d9236b/e2c2b89b-a7d6-44e8-9ed0-20096afed298/A-09ab.png']"
MintyKairi,A-10a,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/minty_kairi.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://instagram.com/konoha_kairi  ;  https://www.instagram.com/mintlatte88/,https://twitter.com/konoha_kairi  ;   https://twitter.com/Latte4Mint,,,Vtuber,"Dungeon Meshi, Dragon Quest, Kimetsu no Yaiba, Vtuber",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/1a6adff8-a1fc-466e-a17c-00ec0945ac29/f3932849-6f89-4f4b-a191-3008a6f2ba72/A-10a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/1a6adff8-a1fc-466e-a17c-00ec0945ac29/36ae8fb5-c7c5-4333-b1b6-7518630427f2/A-10a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/1a6adff8-a1fc-466e-a17c-00ec0945ac29/6ade3d2f-499f-4550-b390-e3422513ebdc/A-10a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/1a6adff8-a1fc-466e-a17c-00ec0945ac29/3644bbcc-ddc0-4ae4-a53f-ef2f533e62b7/A-10a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/1a6adff8-a1fc-466e-a17c-00ec0945ac29/80f311d8-6888-478b-b0c4-aa3234b5ff8d/A-10a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/1a6adff8-a1fc-466e-a17c-00ec0945ac29/1cb48fa8-a72a-4c0d-b98a-25d404f27d4f/A-10a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/1a6adff8-a1fc-466e-a17c-00ec0945ac29/0758dbe0-06cf-48e8-8378-a4b52fdbe0b8/A-10a.png']"
Kawao Studio,A-10ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/kawao_studio.jpg,Both Days,False,True,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/kawaostudio/,,,,-,-,PG,
Utopia,A-11ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/utopia.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/to.the.utopia/?hl=en,,,,Genshin (game),"Honkai Star Rail, Genshin Impact, Valorant, anime, Nijisanji, Luxiem, Noctyx, Spy x Family, kpop",PG,
SIRIKA x LEGA,A-12ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/sirika_x_lega.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/crika117,https://x.com/siriuflong,,,Project Sekai,"Genshin Impact, Vtubers, Vocaloid, Mahou Shoujo, Bocchi The Rock, Frieren…",GA,
GLITTERGOONS,A-13ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/glitter_goons.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/alpugc4,,,,Baldur's Gate 3,-,M,
CASAN,A-14ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/casan.jpg,Both Days,True,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/hiirotakaa/,https://twitter.com/Sealmeledak,,,Arknights,"Jujutsu Kaisen, Genshin, Original, V-tubers",PG,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/43a0a0ce-ea32-4c68-b113-a53a17a93108/18f41abc-cf82-4e61-82b4-b1011609286b/A-14ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/43a0a0ce-ea32-4c68-b113-a53a17a93108/e61f2bb8-d1a6-430a-9ac4-f5ca922cc34b/A-14ab.jpg']"
Mimi N - SUNPro x Sagtavilia,A-15ab/A-16ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/mimi_n.jpg,Both Days,False,True,True,False,False,False,False,True,False,False,False,https://www.facebook.com/mimisannn33/,https://www.instagram.com/mimisannn33,https://twitter.com/junjoupurelove,,,Hoyoverse,"Fgo,hololive,hsr,genshin,osomatsu,sonic,pokemon,EGOIST,Needy streamer overload,Jojo,frieren,vocaloid,csm,86,persona",PG,
SUSU KENTAL MANIS,A-17ab/A-18ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/susu_kental_manis.jpg,Both Days,True,False,False,False,False,False,False,True,True,False,False,-,https://Instagram.com/deirikaa,Twitter.com/deirikaa,,,Genshin Impact,"Anime, honkai star rail, kpop, original, mecha, cyberpunk",GA,
Omorphia Visual,A-19ab/A-20ab,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/omorphia.jpg,Both Days,False,False,True,False,False,False,False,True,False,True,False,https://www.facebook.com/omorphiavisual,https://www.instagram.com/omorphia1/,https://twitter.com/Omorphia1,,,"Ghibli, Original",-,GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/48a7ab4f-117b-426c-b64c-d7f79dffe377/59f12378-e338-41e5-a81a-b53e765fc15e/A-19ab/A-20ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/48a7ab4f-117b-426c-b64c-d7f79dffe377/1b09d56c-f5a8-48e1-9dff-c5d3712fe5de/A-19ab/A-20ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/48a7ab4f-117b-426c-b64c-d7f79dffe377/7b111e16-8653-4f6d-b85c-c85c58dc33f3/A-19ab/A-20ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/48a7ab4f-117b-426c-b64c-d7f79dffe377/5ce1f433-2160-4459-827c-849f3fb0ee27/A-19ab/A-20ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/48a7ab4f-117b-426c-b64c-d7f79dffe377/f752f53f-d4d3-4538-829c-1d9a3ff79f4f/A-19ab/A-20ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/48a7ab4f-117b-426c-b64c-d7f79dffe377/79f9365d-8d67-4d19-93de-c8344bd5308f/A-19ab/A-20ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/48a7ab4f-117b-426c-b64c-d7f79dffe377/ea290354-9067-41a2-9d74-13c35f664135/A-19ab/A-20ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/48a7ab4f-117b-426c-b64c-d7f79dffe377/2032126e-d822-404c-aeac-f0226261c8a4/A-19ab/A-20ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/48a7ab4f-117b-426c-b64c-d7f79dffe377/8c203a1a-6478-4d90-83bb-2f59431f0e2e/A-19ab/A-20ab.png']"
